Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"Docker Compose","Docker","https://docs.docker.com/compose/","https://landscape.cncf.io/logos/docker-compose.svg","https://twitter.com/moby","https://www.crunchbase.com/organization/docker",,,435855439,"Silver","member","Apache License 2.0","Palo Alto, California","","Define and run multi-container applications with Docker","Docker’s platform helps millions of developers efficiently and collaboratively build, share, and run applications.","https://www.docker.com","Palo Alto","California","United States","https://twitter.com/docker","https://www.linkedin.com/company/docker",,"funding",101,250,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/docker/compose",27944,"Define and run multi-container applications with Docker","","https://github.com/docker/compose/commit/6b4ad0d1db8821a759d9d1532c00383f35646fc6","2022-12-02 19:29:41","https://github.com/docker/compose/releases","2013-12-09 11:41:05","https://github.com/docker/compose/commit/0eb7d308615bae1ad4be1ca5112ac7b6b6cbfbaf",112,"https://github.com/docker/compose/graphs/contributors",,,,,,,,,,
"Eclipse Che","Eclipse Che","https://www.eclipse.org/che/","https://landscape.cncf.io/logos/eclipse-che.svg","https://twitter.com/eclipse_che","https://www.crunchbase.com/organization/eclipse-che",,,,false,false,"Eclipse Public License 2.0","Ottawa, Canada","2022-07-26 19:10:48","The Kubernetes-Native IDE for Developer Teams","The Kubernetes-Native IDE for Developer Teams","https://www.eclipse.org/che/","Ottawa","Ontario","Canada","https://twitter.com/eclipse_che",,,,,,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/eclipse/che",6745,"The Kubernetes-Native IDE for Developer Teams","","https://github.com/eclipse/che/commit/2467e1d5903de0ba75af349a8f391771c616b0d0","2022-12-01 13:20:24","https://github.com/eclipse/che/releases","2016-02-11 12:19:25","https://github.com/eclipse/che/commit/9b6a9647f720dfa85182ae307a42f7ecaf163971",201,"https://github.com/eclipse/che/graphs/contributors",,,,,,,,,,
"Gefyra","Blueshoe","https://gefyra.dev/","https://landscape.cncf.io/logos/gefyra.svg","https://twitter.com/gefyrahq","https://www.crunchbase.com/organization/blueshoe",,,,false,false,"Apache License 2.0","Munich, Germany","2022-11-27 13:21:39","Gefyra runs local code in any Kubernetes cluster without the build and push cycle. It overlays containers in the cluster making code changes  immediately available.","Blueshoe is a digital agency that specializes in web and software development, conception and marketing of digital products.","https://www.blueshoe.de/de/","Munich","Bayern","Germany","https://twitter.com/BLUESHOE_GmbH","https://www.linkedin.com/company/blueshoe/about/",,,11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/gefyrahq/gefyra",326,"Blazingly-fast :rocket:, rock-solid, local application development :arrow_right: with Kubernetes.","","https://github.com/gefyrahq/gefyra/commit/67f0f77f407b097a3949d281f7c1869c00e0f5f4","2022-11-26 10:17:04","https://github.com/gefyrahq/gefyra/releases","2021-11-18 16:57:17","https://github.com/gefyrahq/gefyra/commit/5af3254fd4ddfb89fde24a1afa1824b19368a8d7",13,"https://github.com/gefyrahq/gefyra/graphs/contributors",,,,,,,,"https://unikubeworkspace.slack.com",,"#gefyra"
"Gradle Build Tool","Gradle Inc.","https://gradle.org","https://landscape.cncf.io/logos/gradle-build-tool.svg","https://twitter.com/gradle","https://www.crunchbase.com/organization/gradle",,,54700000,false,false,"Apache License 2.0","San Francisco, California","2022-12-06 21:56:41","Gradle is a build automation tool for multi-language software development. It controls the development process in the tasks of compilation  and packaging to testing, deployment, and publishing. Supported languages include Java (Kotlin, Groovy, Scala), C/C++, and JavaScript.","Gradle provides the most popular open source build tool for the Java ecosystem and the Gradle Enterprise commercial build analytics solution","https://gradle.com/","San Francisco","California","United States","https://twitter.com/gradle","https://www.linkedin.com/company/2058040/",,"funding",101,250,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/gradle/gradle",14132,"Adaptable, fast automation for all","","https://github.com/gradle/gradle/commit/ac8ec5718ae917668ea6ff6db0a7c0d5cbed5bbc","2022-11-25 14:09:29","https://github.com/gradle/gradle/releases","2008-03-10 06:50:30","https://github.com/gradle/gradle/commit/9ddae5aaa1fbaa6ce60bdc0f935887600dc441bf",753,"https://github.com/gradle/gradle/graphs/contributors",,,,,,,,,,
"Helm","Cloud Native Computing Foundation (CNCF)","https://helm.sh/","https://landscape.cncf.io/logos/helm.svg","https://twitter.com/helmpack","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-11-11 19:21:10","The Kubernetes Package Manager","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/helm/helm",23270,"The Kubernetes Package Manager","","https://github.com/helm/helm/commit/ced54b12896ae933017782e2bbd722e2bc8c0914","2022-11-10 17:13:10","https://github.com/helm/helm/releases","2015-11-02 23:52:56","https://github.com/helm/helm/commit/94db53d0803034083a3a9b1c7a9a197c327eb6b0",705,"https://github.com/helm/helm/graphs/contributors","2018-06-01",,"2020-05-01","https://helm.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/incubating.md#helm-logos",,,"slack.k8s.io",,"#helm-dev"
"kaniko","Google","https://github.com/GoogleContainerTools/kaniko","https://landscape.cncf.io/logos/kaniko.svg","https://twitter.com/GCPcloud","https://www.crunchbase.com/organization/google",1268980776960,"GOOG",36101000,"Platinum","member","Apache License 2.0","Mountain View, California","","Build Container Images In Kubernetes","Google is a multinational corporation that specializes in Internet-related services and products.","https://www.google.com","Mountain View","California","United States","https://twitter.com/google","https://www.linkedin.com/company/google","GOOG","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/GoogleContainerTools/kaniko",11457,"Build Container Images In Kubernetes","","https://github.com/GoogleContainerTools/kaniko/commit/cf9a334cb027e6bc6a35c94a3b120b34880750a9","2022-09-26 20:15:41","https://github.com/GoogleContainerTools/kaniko/releases","2018-01-25 22:22:07","https://github.com/GoogleContainerTools/kaniko/commit/c9004d2fd4cb8291378e19614fca9f3f87316bd5",256,"https://github.com/GoogleContainerTools/kaniko/graphs/contributors",,,,,,,,,,
"Konveyor","Cloud Native Computing Foundation (CNCF)","https://www.konveyor.io/","https://landscape.cncf.io/logos/konveyor.svg","https://twitter.com/Konveyor_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-11-07 14:04:19","Documentation for Konveyor Community","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/konveyor/community",5,"Documentation for Konveyor Community","","https://github.com/konveyor/community/commit/49cd02720874a02c985741eb5d6a36506f43f799","",,"2020-10-13 16:09:51","https://github.com/konveyor/community/commit/c99525c307623a15ea5ad7da2299f42aa97204e7",10,"https://github.com/konveyor/community/graphs/contributors","2022-07-26",,,"https://konveyor.devstats.cncf.io/",,,,"slack.k8s.io",,"#konveyor"
"KOTS","Replicated","https://kots.io","https://landscape.cncf.io/logos/kots.svg","https://twitter.com/replicatedhq","https://www.crunchbase.com/organization/replicated",,,85000000,"Silver","member","Apache License 2.0","Los Angeles, California","2022-11-18 18:08:06","KOTS provides the framework, tools and integrations that enable the delivery and management of 3rd-party Kubernetes applications, a.k.a. Kubernetes Off-The-Shelf (KOTS) Software.'","Replicated provides a platform for delivering and managing Kubernetes applications in any environment.","https://www.replicated.com/","Los Angeles","California","United States","https://twitter.com/replicatedhq","https://www.linkedin.com/company/replicated/",,"funding",51,100,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/replicatedhq/kots",787,"KOTS provides the framework, tools and integrations that enable the delivery and management of 3rd-party Kubernetes applications, a.k.a. Kubernetes Off-The-Shelf (KOTS) Software.","","https://github.com/replicatedhq/kots/commit/7e5f384d99ccdf841bc636ac951d0b4307b17b4d","2022-11-18 18:13:49","https://github.com/replicatedhq/kots/releases","2019-05-02 21:12:27","https://github.com/replicatedhq/kots/commit/aaca05ecf2afa242ddf0273851c6ceecd8509a22",64,"https://github.com/replicatedhq/kots/graphs/contributors",,,,,,,,,,
"Krator","Cloud Native Computing Foundation (CNCF)","https://docs.rs/crate/krator/latest","https://landscape.cncf.io/logos/krator.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","Kubernetes Rust State Machine Operator","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/krator-rs/krator",100,"Kubernetes Rust State Machine Operator","","https://github.com/krator-rs/krator/commit/a959f61550a9e9cf401abffc91a1acfa9ffae9f5","2021-11-23 00:13:31","https://github.com/krator-rs/krator/releases","2019-11-27 01:08:46","https://github.com/krator-rs/krator/commit/a5f1c6687b2b1c15bb377f1500f21dc9ed813939",23,"https://github.com/krator-rs/krator/graphs/contributors","2021-07-13",,,"https://krator.devstats.cncf.io/",,,,"https://kubernetes.slack.com/messages/krator",,
"KubeCarrier","Kubermatic","https://github.com/kubermatic/kubecarrier","https://landscape.cncf.io/logos/kube-carrier.svg","https://twitter.com/kubermatic","https://www.crunchbase.com/organization/kubermatic",,,8300000,false,false,"Apache License 2.0","Hamburg, Germany","2022-11-30 10:07:19","KubeCarrier is an open source system for managing applications and services across multiple Kubernetes clusters. It  provides a framework to centralize the management of services and provide these services with external users in a self service hub.","Kubermatic empowers organizations worldwide to automate their Kubernetes and cloud native operations across multi-cloud, edge and on-prem.","https://www.kubermatic.com","Hamburg","Hamburg","Germany","https://www.twitter.com/kubermatic","https://www.linkedin.com/company/kubermatic",,"funding",51,100,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubermatic/kubecarrier",283,"KubeCarrier - Service Management at Scale ","","https://github.com/kubermatic/kubecarrier/commit/51fad0d135894331c312b7628cb87c4c129b53e7","2020-08-03 14:45:15","https://github.com/kubermatic/kubecarrier/releases","2019-10-29 09:26:37","https://github.com/kubermatic/kubecarrier/commit/4846efdf8eaef63200aa9f47e07ed0fe6e21aebf",8,"https://github.com/kubermatic/kubecarrier/graphs/contributors",,,,,,,,,,
"KubeOrbit","TeamCode","https://www.kubeorbit.io/","https://landscape.cncf.io/logos/kube-orbit.svg",,"https://www.crunchbase.com/organization/teamcode",,,0,false,false,"Apache License 2.0","Xuhui, China","","Test your application on Kubernetes in a brand new simple way⚡ 轻量高效的微服务本地联调测试工具","TeamCode is a toolchain that helps developers work collaboratively in the cloud, auto-generates, builds, and deploys the dev environment.","https://www.teamcode.com/","Xuhui","Shanghai","China",,"https://www.linkedin.com/company/teamcodehq/about/",,,11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/teamcode-inc/kubeorbit",450,"Test your application on Kubernetes in a brand new simple way⚡ 轻量高效的微服务本地联调测试工具","","https://github.com/teamcode-inc/kubeorbit/commit/546f10d63af9693d0e7411fffe016aa9ea18f08b","2022-03-12 07:48:44","https://github.com/teamcode-inc/kubeorbit/releases","2022-01-21 08:03:49","https://github.com/teamcode-inc/kubeorbit/commit/f3cdc0214b692805cb11d73252d749b94fb0a1f7",3,"https://github.com/teamcode-inc/kubeorbit/graphs/contributors",,,,,,,,,,
"KubeVela","Cloud Native Computing Foundation (CNCF)","https://kubevela.io","https://landscape.cncf.io/logos/kube-vela.svg","https://twitter.com/oam_dev","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-12-07 02:36:35","The Modern Application Platform.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubevela/kubevela",4481,"The Modern Application Platform.","","https://github.com/kubevela/kubevela/commit/c8b24ab363ed1b3159a673a49672b4598fa81489","2022-12-03 13:16:15","https://github.com/kubevela/kubevela/releases","2020-07-06 15:45:29","https://github.com/oam-dev/kubevela/commit/4f13b58663c01c02ddcb71c297aa90832a7aac37",183,"https://github.com/kubevela/kubevela/graphs/contributors","2021-06-22",,,,,,,,,
"KubeVirt","Cloud Native Computing Foundation (CNCF)","https://kubevirt.io/","https://landscape.cncf.io/logos/kube-virt.svg","https://twitter.com/kubevirt","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-10-26 13:35:34","Kubernetes Virtualization API and runtime in order to define and manage virtual machines.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubevirt/kubevirt",3722,"Kubernetes Virtualization API and runtime in order to define and manage virtual machines.","","https://github.com/kubevirt/kubevirt/commit/cf8b46b08a6ebab142dcb27fa12341fd48171252","2022-12-01 21:52:33","https://github.com/kubevirt/kubevirt/releases","2016-08-11 14:31:11","https://github.com/kubevirt/kubevirt/commit/95bc8ec0f0f9c422a4b158d63971fa65238c9aa3",304,"https://github.com/kubevirt/kubevirt/graphs/contributors","2019-09-06",,,"https://kubevirt.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubevirt-logos",,,,"https://www.youtube.com/channel/UC2FH36TbZizw25pVT1P3C3g",
"KUDO","Cloud Native Computing Foundation (CNCF)","https://kudo.dev/","https://landscape.cncf.io/logos/kudo.svg","https://twitter.com/kudobuilder","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Kubernetes Universal Declarative Operator (KUDO)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kudobuilder/kudo",1066,"Kubernetes Universal Declarative Operator (KUDO)","","https://github.com/kudobuilder/kudo/commit/50ef72329f0e76ae57b33ae552605b7e39198336","2021-04-27 15:35:21","https://github.com/kudobuilder/kudo/releases","2016-06-24 23:29:55","https://github.com/kudobuilder/kudo/commit/25ead97bebdff65bfc177908ac79d4f00dd90bb6",66,"https://github.com/kudobuilder/kudo/graphs/contributors","2020-06-25",,,"https://kudo.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kudo",,,,,
"Kui","IBM","https://kui.tools/","https://landscape.cncf.io/logos/kui.svg","https://twitter.com/IBMCloud","https://www.crunchbase.com/organization/ibm",132207198208,"IBM",,"Platinum","member","Apache License 2.0","Armonk, New York","2022-12-06 16:08:00","A hybrid command-line/UI development experience for cloud-native development","IBM is an IT technology and consulting firm providing computer hardware, software, infrastructure, and hosting services.","http://www.ibm.com/","Armonk","New York","United States","http://twitter.com/IBM","https://www.linkedin.com/company/ibm/","IBM","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubernetes-sigs/kui",2359,"A hybrid command-line/UI development experience for cloud-native development","","https://github.com/kubernetes-sigs/kui/commit/ab3664a2ddf6450c3aa4ae596a71340f3a32403e","2022-10-10 17:34:36","https://github.com/kubernetes-sigs/kui/releases","2018-11-29 17:33:03","https://github.com/IBM/kui/commit/19a95de306964c37f9ffe76a77cc1b2b7523289f",27,"https://github.com/kubernetes-sigs/kui/graphs/contributors",,,,,,,,,,
"Lagoon","amazee.io","https://github.com/uselagoon/lagoon","https://landscape.cncf.io/logos/lagoon.svg","https://twitter.com/amazeeio","https://www.crunchbase.com/organization/amazee-io",,,,"Silver","member","Apache License 2.0","Zürich, Switzerland","2022-12-06 22:00:01","Build and Deploy System for OpenShift & Kubernetes","Your ZeroOps application delivery hub.","https://www.amazee.io/","Zürich","Zurich","Switzerland","http://twitter.com/amazeeio","https://www.linkedin.com/company/amazee.io",,,11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/uselagoon/lagoon",458,"Lagoon, the developer-focused application delivery platform","","https://github.com/uselagoon/lagoon/commit/27bd72d622f811ddfb248f9d19afbc40f59bdffb","2022-11-27 21:19:36","https://github.com/uselagoon/lagoon/releases","2016-08-29 20:53:06","https://github.com/amazeeio/lagoon/commit/d80c6c301bd5253cdc4104c65a201b05d3350e3e",95,"https://github.com/uselagoon/lagoon/graphs/contributors",,,,,,,,,,
"Monokle","Kubeshop","https://monokle.kubeshop.io","https://landscape.cncf.io/logos/monokle.svg","https://twitter.com/thekubeshop","https://www.crunchbase.com/organization/kubeshop",,,,"Silver","member","MIT License","Wilmington, Delaware","2022-12-05 16:06:45","Monokle is your friendly desktop UI for managing Kubernetes manifests. Monokle helps you quickly get a high-level view of your manifests and their contained resources, easily edit resources without having to learn yaml syntax, diff resources against your cluster, preview and debug resources generated with kustomize or Helm, and more. Monokle is created and maintained by Kubeshop.","At Kubeshop, our mission is to build a thriving open-source ecosystem and pipeline of next generation Kubernetes products and projects.","https://kubeshop.io/","Wilmington","Delaware","United States","https://twitter.com/thekubeshop","https://www.linkedin.com/company/kubeshop/",,,11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubeshop/monokle",712,"🧐 Monokle is a unified visual tool for authoring, analysis and deployment of Kubernetes configurations. from manifest to live clusters","","https://github.com/kubeshop/monokle/commit/5509a02e604ba74a3031d0e23547a639758eb75b","2022-12-07 02:47:06","https://github.com/kubeshop/monokle/releases","2021-06-04 08:35:17","https://github.com/kubeshop/monokle/commit/845e3f2f129e33ea896334aec7e4dd3e53d91bf1",38,"https://github.com/kubeshop/monokle/graphs/contributors",,,,,,,,,,
"Nocalhost","Cloud Native Computing Foundation (CNCF)","https://nocalhost.dev","https://landscape.cncf.io/logos/nocalhost.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","2022-12-07 04:03:52","Nocalhost is Cloud Native Dev Environment.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/nocalhost/nocalhost",1443,"Nocalhost is Cloud Native Dev Environment.","","https://github.com/nocalhost/nocalhost/commit/05dbc45230612099313545235c975652ad86bc87","2022-11-25 15:16:26","https://github.com/nocalhost/nocalhost/releases","2020-09-28 09:16:14","https://github.com/nocalhost/nocalhost/commit/6b0ce9423121d1961d03742c9f40d37397f66c0d",45,"https://github.com/nocalhost/nocalhost/graphs/contributors","2021-11-16",,,"https://nocalhost.devstats.cncf.io/","https://github.com/cncf/artwork/tree/master/projects/nocalhost","https://nocalhost.dev/blog","https://groups.google.com/g/nocalhost","https://cloud-native.slack.com/archives/C02NLKZCJ5D","https://www.youtube.com/channel/UC2QC6HvFG8zOtFRvvMzcAUw",
"Octant","VMware","https://github.com/vmware-tanzu/octant","https://landscape.cncf.io/logos/octant.svg","https://twitter.com/projectoctant","https://www.crunchbase.com/organization/vmware",50464153600,"VMW",393500000,"Platinum","member","Apache License 2.0","Palo Alto, California","","Highly extensible platform for developers to better understand the complexity of Kubernetes clusters.","VMware is a provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.","https://www.vmware.com","Palo Alto","California","United States","http://twitter.com/VMware","https://www.linkedin.com/company/vmware","VMW","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/vmware-tanzu/octant",6132,"Highly extensible platform for developers to better understand the complexity of Kubernetes clusters.","","https://github.com/vmware-tanzu/octant/commit/fd077fc3948e1b107f674d527454c4384c6e8ea9","2022-02-24 23:33:59","https://github.com/vmware-tanzu/octant/releases","2018-09-18 20:22:11","https://github.com/vmware-tanzu/octant/commit/e0dcbe2c3d4956d890052d916c5ecfea89d0c3ed",78,"https://github.com/vmware-tanzu/octant/graphs/contributors",,,,,,,,,,
"Okteto","Okteto","https://okteto.com/","https://landscape.cncf.io/logos/okteto.svg","https://twitter.com/oktetohq","https://www.crunchbase.com/organization/okteto",,,18081247,"Silver","member","Apache License 2.0","San Francisco, California","2022-12-05 13:30:19","Develop your applications directly in your Kubernetes Cluster","Okteto specializes in the fields of software development, software engineering, and the cloud computing industry.","https://okteto.com","San Francisco","California","United States","https://twitter.com/oktetohq","https://www.linkedin.com/company/okteto",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/okteto/okteto",2689,"Develop your applications directly in your Kubernetes Cluster","","https://github.com/okteto/okteto/commit/d04584912b66b84365091d52fb239517f4190030","2022-12-01 19:42:19","https://github.com/okteto/okteto/releases","2018-08-07 08:57:28","https://github.com/okteto/okteto/commit/d5ea82b9930a53a90aa37c6b080ceb11fccff1a5",57,"https://github.com/okteto/okteto/graphs/contributors",,,,,,,,,,
"Open Application Model","Microsoft","https://oam.dev/","https://landscape.cncf.io/logos/open-application-model.svg","https://twitter.com/oam_dev","https://www.crunchbase.com/organization/microsoft",1827239624704,"MSFT",1000000,"Platinum","member","Other","Redmond, Washington","2022-12-07 02:36:35","Open Application Model (OAM).","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","https://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/oam-dev/spec",2696,"Open Application Model (OAM).","","https://github.com/oam-dev/spec/commit/f4203891dad390cdcc83cbbd86bcbc70ac29c0c5","2021-06-21 14:21:48","https://github.com/oam-dev/spec/releases","2019-06-13 22:13:47","https://github.com/oam-dev/spec/commit/78b447014bee88161adf20e340e11f67a30b7214",48,"https://github.com/oam-dev/spec/graphs/contributors",,,,,,,,,,
"Open Service Broker API","Cloud Foundry Foundation","https://www.openservicebrokerapi.org/","https://landscape.cncf.io/logos/open-service-broker-api.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,"Nonprofit","member","Apache License 2.0","San Francisco, California","2022-12-01 17:23:00","Open Service Broker API Specification","Cloud Foundry Foundation is an Independent non-profit organization that supports the Cloud Foundry collection of open source projects.","https://www.cloudfoundry.org/","San Francisco","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,51,100,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/openservicebrokerapi/servicebroker",1128,"Open Service Broker API Specification","","https://github.com/openservicebrokerapi/servicebroker/commit/b299b631ccca921c8c813a79eef672d782da0923","",,"2016-07-08 03:22:26","https://github.com/openservicebrokerapi/servicebroker/commit/d44c6de95959bc8fec7f75ad93e6f5006008ce11",71,"https://github.com/openservicebrokerapi/servicebroker/graphs/contributors",,,,,,,,,,
"OpenAPI","Open API Initiative","https://www.openapis.org/","https://landscape.cncf.io/logos/open-api.svg","https://twitter.com/OpenApiSpec","https://www.crunchbase.com/organization/the-open-api-initiative",,,,false,false,"Apache License 2.0","San Francisco, California","2022-12-06 23:03:28","The OpenAPI Specification Repository","Created by a consortium of forward-looking industry experts who recognize the immense value of standardizing on how REST APIs are described.","https://openapis.org/","San Francisco","California","United States","https://twitter.com/OpenApiSpec","https://www.linkedin.com/groups/8556951",,,,,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/OAI/OpenAPI-Specification",25420,"The OpenAPI Specification Repository","","https://github.com/OAI/OpenAPI-Specification/commit/36a3a67264cc1c4f1eff110cea3ebfe679435108","2021-02-16 19:33:45","https://github.com/OAI/OpenAPI-Specification/releases","2014-03-03 16:54:09","https://github.com/OAI/OpenAPI-Specification/commit/58b6b48d26031158146cbc4603806401744b0238",212,"https://github.com/OAI/OpenAPI-Specification/graphs/contributors",,,,,,,,,,
"Operator Framework","Cloud Native Computing Foundation (CNCF)","https://www.redhat.com/en/technologies/cloud-computing/openshift/what-are-openshift-operators","https://landscape.cncf.io/logos/operator-framework.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/operator-framework/operator-sdk",6164,"SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.","","https://github.com/operator-framework/operator-sdk/commit/0d2fa86f0d3cc92c4672cb9e1d246efaefcf7ced","2022-12-02 14:58:34","https://github.com/operator-framework/operator-sdk/releases","2018-02-07 17:53:52","https://github.com/operator-framework/operator-sdk/commit/5e8929c4e2e0009d9e1391fe769f198a3f2b8aba",312,"https://github.com/operator-framework/operator-sdk/graphs/contributors","2020-07-09",,,"https://operatorframework.devstats.cncf.io/",,,,,"https://www.youtube.com/channel/UCxRfXpCVxnotoSGxEpB1hwA",
"Packer","HashiCorp","https://www.packer.io/","https://landscape.cncf.io/logos/packer.svg","https://twitter.com/HashiCorp","https://www.crunchbase.com/organization/hashicorp",4747174912,"HCP",349175000,"Silver","member","Mozilla Public License 2.0","San Francisco, California","2022-12-06 23:59:00","Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.","HashiCorp is a remote-first company that solves development, security, and operations challenges in infrastructure.","https://www.hashicorp.com","San Francisco","California","United States","https://twitter.com/HashiCorp","https://www.linkedin.com/company/HashiCorp","HCP","market_cap",1001,5000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/hashicorp/packer",14094,"Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.","","https://github.com/hashicorp/packer/commit/abb2f791555ac57b48de6a28aed648c8ad2e5a3f","2022-03-10 00:30:39","https://github.com/hashicorp/packer/releases","2013-03-23 05:41:53","https://github.com/hashicorp/packer/commit/9c22026293c937a45b269a938c7775def8544dea",1470,"https://github.com/hashicorp/packer/graphs/contributors",,,,,,,,,,
